table_name,foreign_key_column,referenced_table,referenced_column
tb_cds_ficha_atend_domiciliar,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_atend_individual,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_atend_individual,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_atend_odonto,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_atend_odonto,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_ativ_col,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_ativ_col,tp_cds_ativ_col,tb_cds_tipo_ativ_col,co_cds_tipo_ativ_col
tb_cds_ficha_ativ_col,co_cds_turno,tb_cds_turno,co_cds_turno
tb_cds_ficha_ativ_col,co_cds_prof_responsavel,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_ativ_col,co_proced_sigtap,tb_proced,co_seq_proced
tb_cds_ficha_consumo_alimentar,co_local_atend,tb_local_atend,co_local_atend
tb_cds_ficha_consumo_alimentar,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_consumo_alimentar,co_sexo,tb_sexo,co_sexo
tb_cds_ficha_consumo_alimentar,co_qst_questionario_respondido,tb_qst_questionario_respondido,co_seq_qst_qst_respondido
tb_cds_ficha_consumo_alimentar,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_proced,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_proced,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_vacinacao,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_vacinacao,tp_cds_origem,tb_cds_tipo_origem,co_cds_tipo_origem
tb_cds_ficha_vacinacao,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_visita_domiciliar,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_visita_domiciliar,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_zika_microcefalia,co_teste_olhinho,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_cds_ficha_zika_microcefalia,co_exame_fundo_olho,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_cds_ficha_zika_microcefalia,co_us_transfontanela,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_cds_ficha_zika_microcefalia,co_exame_orelhinha,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_cds_ficha_zika_microcefalia,co_ressonancia_magnetica,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_cds_ficha_zika_microcefalia,co_cds_prof,tb_cds_prof,co_seq_cds_prof
tb_cds_ficha_zika_microcefalia,co_localidade_origem,tb_localidade,co_localidade
tb_cds_ficha_zika_microcefalia,co_tomografia_computadorizada,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_cds_ficha_zika_microcefalia,co_cds_turno,tb_cds_turno,co_cds_turno
tb_cds_pic,,,
tb_cds_proced,co_cds_turno,tb_cds_turno,co_cds_turno
tb_cds_proced,co_sexo,tb_sexo,co_sexo
tb_cds_proced,co_local_atend,tb_local_atend,co_local_atend
tb_cds_proced,co_cds_ficha_proced,tb_cds_ficha_proced,co_seq_cds_ficha_proced
tb_cds_prof,,,
tb_cds_tipo_atend_nasf,,,
tb_cds_tipo_ativ_col,,,
tb_cds_tipo_conduta,,,
tb_cds_tipo_cuidador,,,
tb_cds_tipo_imovel,,,
tb_cds_tipo_origem,,,
tb_cds_tipo_situacao_presente,,,
tb_cds_tipo_vig_saude_bucal,,,
tb_cds_turno,,,
tb_cds_vacina,co_estrategia_vacinacao,tb_estrategia_vacinacao,co_estrategia_vacinacao
tb_cds_vacina,co_cds_vacinacao,tb_cds_vacinacao,co_seq_cds_vacinacao
tb_cds_vacina,co_dose_imunobiologico,tb_dose_imunobiologico,co_dose_imunobiologico
tb_cds_vacina,co_imunobiologico,tb_imunobiologico,co_imunobiologico
tb_cds_vacinacao,co_local_atend,tb_local_atend,co_local_atend
tb_cds_vacinacao,co_cds_ficha_vacinacao,tb_cds_ficha_vacinacao,co_seq_cds_ficha_vacinacao
tb_cds_vacinacao,co_cds_turno,tb_cds_turno,co_cds_turno
tb_cds_vacinacao,co_sexo,tb_sexo,co_sexo
tb_cds_visita_dom_desfecho,,,
tb_cds_visita_dom_motivo,,,
tb_cds_visita_domiciliar,co_cds_visita_dom_desfecho,tb_cds_visita_dom_desfecho,co_cds_visita_dom_desfecho
tb_cds_visita_domiciliar,tp_cds_imovel,tb_cds_tipo_imovel,co_cds_tipo_imovel
tb_cds_visita_domiciliar,co_sexo,tb_sexo,co_sexo
tb_cds_visita_domiciliar,co_cds_turno,tb_cds_turno,co_cds_turno
tb_cds_visita_domiciliar,tp_glicemia,tb_tipo_glicemia,co_tipo_glicemia
tb_cds_visita_domiciliar,co_cds_ficha_visita_domiciliar,tb_cds_ficha_visita_domiciliar,co_seq_cds_ficha_visita_dom
tb_cfg_agenda,,,
tb_cfg_agenda_detalhe,co_dia_semana,tb_dia_semana,co_dia_semana
tb_cfg_agenda_detalhe,co_cfg_agenda,tb_cfg_agenda,co_seq_config_agenda
tb_cfg_agenda_detalhe,co_periodo,tb_periodo,co_periodo
tb_cfg_agenda_municipal,co_localidade,tb_localidade,co_localidade
tb_cfg_agenda_online_detalhe,co_lotacao,tb_lotacao,co_ator_papel
tb_cfg_agenda_online_detalhe,co_dia_semana,tb_dia_semana,co_dia_semana
tb_cfg_rnds,co_ator_papel,tb_adm_municipal,co_ator_papel
tb_cfg_rnds,co_localidade,tb_localidade,co_localidade
tb_ciap,,,
tb_ciap_capitulo,,,
tb_ciap_componente,,,
tb_ciap_dab,co_ciap,tb_ciap,co_seq_ciap
tb_ciap_ms,co_ciap_capitulo,tb_ciap_capitulo,co_seq_ciap_capitulo
tb_ciap_ms,co_ciap,tb_ciap,co_seq_ciap
tb_ciap_ms,tp_ciap,tb_tipo_ciap,co_tipo_ciap
tb_ciap_ms,co_ciap_componente,tb_ciap_componente,co_ciap_componente
tb_cid10,tp_agravo,tb_tipo_agravo,co_tipo_agravo
tb_cidadao,co_etnia,tb_etnia,co_etnia
tb_cidadao,co_estado_civil,tb_estado_civil,co_estado_civil
tb_cidadao,co_escolaridade,tb_escolaridade,co_escolaridade
tb_cidadao,tp_logradouro,tb_tipo_logradouro,co_tipo_logradouro
tb_cidadao,co_raca_cor,tb_raca_cor,co_raca_cor
tb_cidadao,co_uf,tb_uf,co_uf
tb_cidadao,co_localidade,tb_localidade,co_localidade
tb_cidadao,co_localidade_endereco,tb_localidade,co_localidade
tb_cidadao,co_cbo,tb_cbo,co_cbo
tb_cidadao,tp_cds_cuidador,tb_cds_tipo_cuidador,co_cds_tipo_cuidador
tb_cidadao,co_nacionalidade,tb_nacionalidade,co_nacionalidade
tb_cidadao,co_pais_nascimento,tb_pais,co_pais
tb_cidadao,co_pais_exterior,tb_pais,co_pais
tb_cidadao_grupo,co_cidadao_unificado,tb_cidadao,co_seq_cidadao
tb_cidadao_grupo,co_cidadao,tb_cidadao,co_seq_cidadao
tb_cidadao_grupo,co_cidadao_master,tb_cidadao,co_seq_cidadao
tb_cidadao_grupo_ativ_col,,,
tb_cidadao_nucleo_familiar,co_cidadao,tb_cidadao,co_seq_cidadao
tb_cidadao_vinculacao_equipe,co_prof_cadastrante_cds,tb_cds_prof,co_seq_cds_prof
tb_cidadao_vinculacao_equipe,co_cidadao,tb_cidadao,co_seq_cidadao
tb_cidadao_vinculacao_equipe,co_lotacao_cadastrante_pec,tb_lotacao,co_ator_papel
tb_cidadao_vinculacao_equipe,tp_cds_origem,tb_cds_tipo_origem,co_cds_tipo_origem
tb_classe_imunobiologico,,,
tb_classificacao_risco,,,
tb_classificacao_risco_encam,,,
tb_compartilhamento_prontuario,co_localidade,tb_localidade,co_localidade
tb_compartilhamento_prontuario,co_usuario,tb_usuario,co_seq_usuario
tb_complexidade,,,
tb_config_agenda_fechamento,co_lotacao,tb_lotacao,co_ator_papel
tb_config_atencao_domiciliar,co_localidade,tb_localidade,co_localidade
tb_config_atend_domiciliar,co_equipe_filho,tb_equipe,co_seq_equipe
tb_config_atend_domiciliar,co_config_atencao_domiciliar,tb_config_atencao_domiciliar,co_seq_config_atencao_domicilr
tb_config_atend_domiciliar,co_equipe_pai,tb_equipe,co_seq_equipe
tb_config_sistema,,,
tb_conselho_classe,,,
tb_contexto_pergunta,,,
tb_criticidade_alergia,,,
tb_cronicidade,,,
tb_dado_recebido_competencia,,,
tb_dado_recebido_info_instalac,,,
tb_dado_rel_processamento,co_dim_tempo_final,tb_dim_tempo,co_seq_dim_tempo
tb_dado_rel_processamento,co_ator_papel,tb_ator_papel,co_seq_ator_papel
tb_dado_rel_processamento,co_dim_tempo_inicio,tb_dim_tempo,co_seq_dim_tempo
tb_dado_transp,co_dado_recebido_competencia,tb_dado_recebido_competencia,co_seq_dado_recebido_competenc
tb_dado_transp,tp_origem_dado_transp,tb_tipo_origem_dado_transp,co_seq_tipo_origem_dado_transp
tb_dado_transp_recebido,co_dado_transp,tb_dado_transp,co_seq_dado_transp
tb_dado_transp_recebido,co_info_instal_originadora,tb_dado_recebido_info_instalac,co_seq_dado_recebido_info_inst
tb_dado_transp_recebido,co_info_instal_remetente,tb_dado_recebido_info_instalac,co_seq_dado_recebido_info_inst
tb_dado_transp_recebido,st_dado_recebido,tb_situacao_dado_recebido,co_situacao_dado_recebido
tb_dado_transp_recebido_online,co_recebimento_item,tb_recebimento_item,co_seq_receb_item
tb_dado_transp_recebido_online,tp_dado_transp,tb_tipo_dado_transp,co_tipo_dado_transp
tb_dado_transp_recebido_online,tp_origem_dado_transp,tb_tipo_origem_dado_transp,co_seq_tipo_origem_dado_transp
tb_dente,co_parte_bucal,tb_parte_bucal,co_parte_bucal
tb_dente,co_sextante,tb_sextante,co_parte_bucal
tb_dia_semana,,,
tb_dim_agrupador_filtro,,,
tb_dim_aleitamento,,,
tb_dim_catmat,co_dim_forma_farmaceutica,tb_dim_forma_farmaceutica,co_seq_dim_forma_farmaceutica
tb_dim_cbo,,,
tb_dim_ciap,,,
tb_dim_cid,,,
tb_dim_cidadao_pec_grupo,co_fat_cidadao_pec,tb_fat_cidadao_pec,co_seq_fat_cidadao_pec
tb_dim_classificacao_risc_enc,,,
tb_dim_conduta_ad,,,
tb_dim_cuidador,,,
tb_dim_desfecho_visita,,,
tb_dim_dose_frequencia,,,
tb_dim_dose_frequencia_medida,,,
tb_dim_dose_imunobiologico,,,
tb_dim_duracao_tratamento_med,,,
tb_dim_equipe,,,
tb_dim_especialidade,,,
tb_dim_estrategia_vacinacao,,,
tb_dim_etnia,,,
tb_dim_faixa_etaria,,,
tb_dim_forma_farmaceutica,,,
tb_dim_frequencia_alimentacao,,,
tb_dim_grupo_cbo,co_dim_cbo,tb_dim_cbo,co_seq_dim_cbo
tb_dim_identidade_genero,,,
tb_dim_imunobiologico,,,
tb_dim_inep,,,
tb_dim_local_atendimento,,,
tb_dim_modalidade_ad,,,
tb_dim_municipio,co_dim_uf,tb_dim_uf,co_seq_dim_uf
tb_dim_nacionalidade,,,
tb_dim_pais,,,
tb_dim_pic,,,
tb_dim_procedencia_origem,,,
tb_dim_procedimento,co_pai,tb_dim_procedimento,co_seq_dim_procedimento
tb_dim_profissional,,,
tb_dim_raca_cor,,,
tb_dim_racionalidade_saude,,,
tb_dim_sexo,,,
tb_dim_situacao_trabalho,,,
tb_dim_tempo,,,
tb_dim_tempo_morador_rua,,,
tb_dim_tipo_abastecimento_agua,,,
tb_dim_tipo_acesso_domicilio,,,
tb_dim_tipo_atendimento,co_dim_tipo_atendimento_pai,tb_dim_tipo_atendimento,co_seq_dim_tipo_atendimento
tb_dim_tipo_atividade,,,
tb_dim_tipo_condicao_peso,,,
tb_dim_tipo_consulta_odonto,,,
tb_dim_tipo_destino_lixo,,,
tb_dim_tipo_domicilio,,,
tb_dim_tipo_elegibilidade,,,
tb_dim_tipo_escoamento_sanitar,,,
tb_dim_tipo_escolaridade,,,
tb_dim_tipo_ficha,,,
tb_dim_tipo_glicemia,,,
tb_dim_tipo_imovel,,,
tb_dim_tipo_localizacao,,,
tb_dim_tipo_logradouro,,,
tb_dim_tipo_material_parede,,,
tb_dim_tipo_orientacao_sexual,,,
tb_dim_tipo_origem,,,
tb_dim_tipo_origem_dado_transp,,,
tb_dim_tipo_parentesco,,,
tb_dim_tipo_posse_terra,,,
tb_dim_tipo_renda_familiar,,,
tb_dim_tipo_saida_cadastro,,,
tb_dim_tipo_situacao_moradia,,,
tb_dim_tipo_tratamento_agua,,,
tb_dim_turno,,,
tb_dim_uf,co_dim_pais,tb_dim_pais,co_seq_dim_pais
tb_dim_unidade_saude,,,
tb_dim_via_administracao,,,
tb_dose_imunobiologico,,,
tb_encaminhamento,co_classificacao_risco_encam,tb_classificacao_risco_encam,co_classificacao_risco_encam
tb_encaminhamento,co_prontuario,tb_prontuario,co_seq_prontuario
tb_encaminhamento,co_cid10,tb_cid10,co_cid10
tb_encaminhamento,co_ciap,tb_ciap,co_seq_ciap
tb_encaminhamento,co_atend_prof,tb_atend_prof,co_seq_atend_prof
tb_encaminhamento,co_especialidade_sisreg,tb_especialidade_sisreg,co_especialidade_sisreg
tb_envio_log,,,
tb_equipe,co_unidade_saude,tb_unidade_saude,co_seq_unidade_saude
tb_equipe,tp_equipe,tb_tipo_equipe,co_seq_tipo_equipe
tb_escolaridade,,,
tb_especialidade_sisreg,tp_cds_conduta,tb_cds_tipo_conduta,co_cds_tipo_conduta
tb_especialidade_sisreg,tp_encam_odonto,tb_tipo_encam_odonto,co_tipo_encam_odonto
tb_especialidade_sisreg,co_cbo,tb_cbo,co_cbo
tb_especialidade_sisreg,co_grupo_especialidade,tb_grupo_especialidade,co_grupo_especialidade
tb_estado_civil,,,
tb_estrategia_vacinacao,,,
tb_etnia,,,
tb_evolucao_avaliacao,co_atend_prof,tb_atend_prof,co_seq_atend_prof
tb_evolucao_dente,st_face,tb_situacao_face,co_situacao_face
tb_evolucao_dente,st_raiz,tb_situacao_raiz,co_situacao_raiz
tb_evolucao_dente,st_coroa_centro,tb_situacao_coroa,co_situacao_coroa
tb_evolucao_dente,st_coroa_direita,tb_situacao_coroa,co_situacao_coroa
tb_evolucao_dente,co_odontograma,tb_odontograma,co_seq_odontograma
tb_evolucao_dente,st_coroa_esquerda,tb_situacao_coroa,co_situacao_coroa
tb_evolucao_dente,st_coroa_baixo,tb_situacao_coroa,co_situacao_coroa
tb_evolucao_dente,co_dente,tb_dente,co_parte_bucal
tb_evolucao_dente,st_coroa_cima,tb_situacao_coroa,co_situacao_coroa
tb_evolucao_objetivo,co_atend_prof,tb_atend_prof,co_seq_atend_prof
tb_evolucao_odonto,tp_parte_bucal,tb_tipo_parte_bucal,co_tipo_parte_bucal
tb_evolucao_odonto,co_prontuario,tb_prontuario,co_seq_prontuario
tb_evolucao_odonto,co_atend_prof_odonto,tb_atend_prof_odonto,co_atend_prof_odonto
tb_evolucao_plano,co_atend_prof,tb_atend_prof,co_seq_atend_prof
tb_evolucao_subjetivo,co_atend_prof,tb_atend_prof,co_seq_atend_prof
tb_exame_detalhe,tp_opcao,tb_tipo_opcao,co_tipo_opcao
tb_exame_detalhe_resultado,co_proced_exame_detalhe,rl_proced_exame_detalhe,co_seq_proced_exame_detalhe
tb_exame_detalhe_resultado,tp_resultado,tb_tipo_opcao,co_tipo_opcao
tb_exame_detalhe_resultado,co_exame_requisitado,tb_exame_requisitado,co_seq_exame_requisitado
tb_exame_hemoglobina_glicada,co_exame_requisitado,tb_exame_requisitado,co_seq_exame_requisitado
tb_exame_prenatal,co_exame_requisitado,tb_exame_requisitado,co_seq_exame_requisitado
tb_exame_puericultura,co_exame_requisitado,tb_exame_requisitado,co_seq_exame_requisitado
tb_exame_puericultura,co_exame,tb_ficha_zika_tipo_exame,co_ficha_zika_tipo_exame
tb_exame_requisitado,co_proced,tb_proced,co_seq_proced
tb_exame_requisitado,co_prontuario,tb_prontuario,co_seq_prontuario
tb_exame_requisitado,co_proced_exame_especifico,tb_proced_exame_especifico,co_proced_exame_especifico
tb_exame_requisitado,co_atend_prof_resultado,tb_atend_prof,co_seq_atend_prof
tb_exame_requisitado,co_atend_prof,tb_atend_prof,co_seq_atend_prof
tb_exame_requisitado,co_requisicao_exame,tb_requisicao_exame,co_seq_requisicao_exame
tb_faixa_etaria_vacinacao,,,
tb_familia,co_cds_domicilio,tb_cds_domicilio,co_seq_cds_domicilio
tb_fat_atd_ind_encaminhamentos,co_dim_municipio,tb_dim_municipio,co_seq_dim_municipio
tb_fat_atd_ind_encaminhamentos,co_dim_classificacao_risc_enc,tb_dim_classificacao_risc_enc,co_seq_dim_classific_risc_enc
tb_fat_atd_ind_encaminhamentos,co_dim_profissional_2,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_encaminhamentos,co_dim_tempo,tb_dim_tempo,co_seq_dim_tempo
tb_fat_atd_ind_encaminhamentos,co_dim_tipo_origem_dado_transp,tb_dim_tipo_origem_dado_transp,co_seq_dim_tp_orgm_dado_transp
tb_fat_atd_ind_encaminhamentos,co_dim_profissional_1,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_encaminhamentos,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
tb_fat_atd_ind_encaminhamentos,co_dim_cbo_2,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_encaminhamentos,co_dim_unidade_saude_2,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_encaminhamentos,co_fat_cidadao_pec,tb_fat_cidadao_pec,co_seq_fat_cidadao_pec
tb_fat_atd_ind_encaminhamentos,co_dim_equipe_1,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_encaminhamentos,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_encaminhamentos,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_encaminhamentos,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_encaminhamentos,co_dim_especialidade,tb_dim_especialidade,co_seq_dim_especialidade
tb_fat_atd_ind_encaminhamentos,co_dim_cds_tipo_origem,tb_dim_tipo_origem,co_seq_dim_tipo_origem
tb_fat_atd_ind_medicamentos,co_dim_catmat,tb_dim_catmat,co_seq_dim_catmat
tb_fat_atd_ind_medicamentos,co_fat_cidadao_pec,tb_fat_cidadao_pec,co_seq_fat_cidadao_pec
tb_fat_atd_ind_medicamentos,co_dim_via_administracao,tb_dim_via_administracao,co_seq_dim_via_administracao
tb_fat_atd_ind_medicamentos,co_dim_profissional_1,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_medicamentos,co_dim_tipo_origem_dado_transp,tb_dim_tipo_origem_dado_transp,co_seq_dim_tp_orgm_dado_transp
tb_fat_atd_ind_medicamentos,co_dim_dose_frequencia,tb_dim_dose_frequencia,co_seq_dim_dose_frequencia
tb_fat_atd_ind_medicamentos,co_dim_equipe_1,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_medicamentos,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
tb_fat_atd_ind_medicamentos,co_dim_unidade_saude_2,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_medicamentos,co_dim_cbo_2,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_medicamentos,co_dim_municipio,tb_dim_municipio,co_seq_dim_municipio
tb_fat_atd_ind_medicamentos,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_medicamentos,co_dim_cds_tipo_origem,tb_dim_tipo_origem,co_seq_dim_tipo_origem
tb_fat_atd_ind_medicamentos,co_dim_tempo,tb_dim_tempo,co_seq_dim_tempo
tb_fat_atd_ind_medicamentos,co_dim_profissional_2,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_medicamentos,co_dim_duracao_tratamento_med,tb_dim_duracao_tratamento_med,co_seq_dim_duracao_trat_med
tb_fat_atd_ind_medicamentos,co_dim_dose_frequencia_medida,tb_dim_dose_frequencia_medida,co_seq_dim_dose_frequencia_med
tb_fat_atd_ind_medicamentos,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_medicamentos,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_problemas,co_dim_profissional_1,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_problemas,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_problemas,co_dim_ciap,tb_dim_ciap,co_seq_dim_ciap
tb_fat_atd_ind_problemas,co_dim_cid,tb_dim_cid,co_seq_dim_cid
tb_fat_atd_ind_problemas,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_problemas,co_dim_unidade_saude_2,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_problemas,co_dim_cds_tipo_origem,tb_dim_tipo_origem,co_seq_dim_tipo_origem
tb_fat_atd_ind_problemas,co_dim_equipe_1,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_problemas,co_fat_cidadao_pec,tb_fat_cidadao_pec,co_seq_fat_cidadao_pec
tb_fat_atd_ind_problemas,co_dim_tempo,tb_dim_tempo,co_seq_dim_tempo
tb_fat_atd_ind_problemas,co_dim_profissional_2,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_problemas,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_problemas,co_dim_cbo_2,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_problemas,co_dim_tipo_origem_dado_transp,tb_dim_tipo_origem_dado_transp,co_seq_dim_tp_orgm_dado_transp
tb_fat_atd_ind_problemas,co_dim_municipio,tb_dim_municipio,co_seq_dim_municipio
tb_fat_atd_ind_problemas,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
tb_fat_atd_ind_procedimentos,co_dim_cbo_2,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_procedimentos,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_procedimentos,co_dim_tempo,tb_dim_tempo,co_seq_dim_tempo
tb_fat_atd_ind_procedimentos,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atd_ind_procedimentos,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_procedimentos,co_dim_equipe_1,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atd_ind_procedimentos,co_dim_cds_tipo_origem,tb_dim_tipo_origem,co_seq_dim_tipo_origem
tb_fat_atd_ind_procedimentos,co_dim_unidade_saude_2,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atd_ind_procedimentos,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
tb_fat_atd_ind_procedimentos,co_dim_procedimento_avaliado,tb_dim_procedimento,co_seq_dim_procedimento
tb_fat_atd_ind_procedimentos,co_dim_tipo_origem_dado_transp,tb_dim_tipo_origem_dado_transp,co_seq_dim_tp_orgm_dado_transp
tb_fat_atd_ind_procedimentos,co_dim_profissional_1,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_procedimentos,co_fat_cidadao_pec,tb_fat_cidadao_pec,co_seq_fat_cidadao_pec
tb_fat_atd_ind_procedimentos,co_dim_profissional_2,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atd_ind_procedimentos,co_dim_municipio,tb_dim_municipio,co_seq_dim_municipio
tb_fat_atd_ind_procedimentos,co_dim_procedimento_solicitado,tb_dim_procedimento,co_seq_dim_procedimento
tb_fat_atend_dom_condicao_aval,co_dim_turno,tb_dim_turno,co_seq_dim_turno
tb_fat_atend_dom_condicao_aval,co_dim_cid,tb_dim_cid,co_seq_dim_cid
tb_fat_atend_dom_condicao_aval,co_dim_tipo_origem_dado_transp,tb_dim_tipo_origem_dado_transp,co_seq_dim_tp_orgm_dado_transp
tb_fat_atend_dom_condicao_aval,co_dim_equipe_1,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atend_dom_condicao_aval,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atend_dom_condicao_aval,co_dim_cbo_2,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atend_dom_condicao_aval,co_dim_cds_tipo_origem,tb_dim_tipo_origem,co_seq_dim_tipo_origem
tb_fat_atend_dom_condicao_aval,co_dim_municipio,tb_dim_municipio,co_seq_dim_municipio
tb_fat_atend_dom_condicao_aval,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
tb_fat_atend_dom_condicao_aval,co_dim_tempo,tb_dim_tempo,co_seq_dim_tempo
tb_fat_atend_dom_condicao_aval,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atend_dom_condicao_aval,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atend_dom_condicao_aval,co_dim_unidade_saude_2,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atend_dom_condicao_aval,co_dim_ciap,tb_dim_ciap,co_seq_dim_ciap
tb_fat_atend_dom_condicao_aval,co_dim_profissional_1,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atend_dom_condicao_aval,co_dim_profissional_2,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atend_dom_proced,co_dim_profissional_1,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atend_dom_proced,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atend_dom_proced,co_dim_unidade_saude_2,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atend_dom_proced,co_dim_tempo,tb_dim_tempo,co_seq_dim_tempo
tb_fat_atend_dom_proced,co_dim_profissional_2,tb_dim_profissional,co_seq_dim_profissional
tb_fat_atend_dom_proced,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atend_dom_proced,co_dim_procedimento,tb_dim_procedimento,co_seq_dim_procedimento
tb_fat_atend_dom_proced,co_dim_tipo_origem_dado_transp,tb_dim_tipo_origem_dado_transp,co_seq_dim_tp_orgm_dado_transp
tb_fat_atend_dom_proced,co_dim_turno,tb_dim_turno,co_seq_dim_turno
tb_fat_atend_dom_proced,co_dim_equipe_1,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atend_dom_proced,co_dim_municipio,tb_dim_municipio,co_seq_dim_municipio
tb_fat_atend_dom_proced,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
tb_fat_atend_dom_proced,co_dim_cbo_2,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atend_dom_proced,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atend_dom_proced,co_dim_cds_tipo_origem,tb_dim_tipo_origem,co_seq_dim_tipo_origem
tb_fat_atend_odonto_encaminham,co_dim_equipe_2,tb_dim_equipe,co_seq_dim_equipe
tb_fat_atend_odonto_encaminham,co_dim_unidade_saude_1,tb_dim_unidade_saude,co_seq_dim_unidade_saude
tb_fat_atend_odonto_encaminham,co_dim_cbo_1,tb_dim_cbo,co_seq_dim_cbo
tb_fat_atend_odonto_encaminham,co_dim_tipo_ficha,tb_dim_tipo_ficha,co_seq_dim_tipo_ficha
